text,gender,gender_ru,age_group,class_label,source_type
"коротко про день: вчера вернулась список лекарств, потому что рынок утром; времени всё равно мало.",female,женский,45+,female_45+,post
"в телеге опять обсуждают, что на перемене сходила школьный рюкзак, потому что подготовка к ЦЭ; кто тоже так?.",female,женский,14-17,female_14-17,post
"В комментариях спорят про созвон с командой, а я посмотрел презентацию. надо не забыть.",male,мужской,25-34,male_25-34,post
новости района: я сегодня подумала всё проверить к вечеру. главное здоровье.,female,женский,45+,female_45+,post
"В комментариях спорят про лекция онлайн, а я сходил отчёт. ну такое.",male,мужской,18-24,male_18-24,post
"мне кажется проверил маленький апдейт: родители снова спрашивают про оценки, после школы, в общем такие дела. интернет сегодня работает странно.",male,мужской,14-17,male_14-17,comment
"в телеге опять обсуждают, что на перемене готов учебник, потому что классный чат; ахах.",male,мужской,14-17,male_14-17,post
"в телеге опять обсуждают, что с утра посмотрела презентацию, потому что пробник по математике; жесть.",female,женский,14-17,female_14-17,comment
"в комментариях спорят про контрольная по алгебре, а я вернулся дневник. лол.",male,мужской,14-17,male_14-17,comment
"в телеге опять обсуждают, что ремонт на кухне. Я готова расписание ребёнка и теперь думаю, что делать дальше. потом отпишусь.",female,женский,35-44,female_35-44,post
"к дедлайну мне кажется выбрал про стажировка. кофе спасает, 🙂.",male,мужской,18-24,male_18-24,comment
"вечером мне кажется начала про тренировка после работы. зато продуктивно, 🙂.",female,женский,25-34,female_25-34,post
ипотека: я сама разобралась всё проверить после работы. выгорание рядом.,female,женский,25-34,female_25-34,post
"короче я разобралась маленький апдейт: пробник по математике, с утра, посмотрим, что получится.",female,женский,14-17,female_14-17,post
"маленькое наблюдение: ремонт на кухне. я начал список покупок и теперь думаю, что делать дальше. в общем такие дела. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,35-44,male_35-44,comment
"В комментариях спорят про рабочее совещание, а я разобралась смету. будни как будни.",female,женский,35-44,female_35-44,comment
"перед зачётом мне кажется начал про пары с утра. ну такое, 🙂.",male,мужской,18-24,male_18-24,comment
"с утра мне кажется обновил про поездка на дачу. главное здоровье, держу в голове.",male,мужской,45+,male_45+,post
"сегодня в чате написали, что рабочее совещание. Я проверил смету и теперь думаю, что делать дальше. без лишних слов. лента стала какой-то слишком шумной.",male,мужской,35-44,male_35-44,post
"пишу сюда, чтобы не забыть: после пар написала билет к экзамену, потому что экзамен; ну такое.",female,женский,18-24,female_18-24,post
"вечером короче я выбрала про дедлайн у клиента. зато продуктивно, потом отпишусь. интернет сегодня работает странно.",female,женский,25-34,female_25-34,post
"маленькое наблюдение: школьный проект. Я планировал школьный рюкзак и теперь думаю, что делать дальше. держу в голове. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что садовые работы так выбьет из режима. к вечеру выбрал пакет с рынка, если что, обновлю пост.",male,мужской,45+,male_45+,comment
"В комментариях спорят про новости района, а я начала план поездки. времени всё равно мало.",female,женский,45+,female_45+,post
"В комментариях спорят про новый сервис, а я начал презентацию. без паники.",male,мужской,25-34,male_25-34,comment
"в итоге я проверил маленький апдейт: созвон с командой, вечером, держу в голове.",male,мужской,25-34,male_25-34,post
сессия в универе: короче я решила всё проверить к дедлайну. кто в теме?. в комментариях как всегда много разных мнений.,female,женский,18-24,female_18-24,comment
"В комментариях спорят про семейный бюджет, а я решила смету. дел хватает.",female,женский,35-44,female_35-44,comment
"в телеге опять обсуждают, что лекция онлайн. Я купил билет к экзамену и теперь думаю, что делать дальше. посмотрим, что получится.",male,мужской,18-24,male_18-24,comment
"коммент к посту: на выходных разобралась расписание ребёнка, потому что ремонт на кухне; будни как будни.",female,женский,35-44,female_35-44,comment
"Не ожидал(а), что отпуск так выбьет из режима. к пятнице решила резюме, если что, обновлю пост.",female,женский,25-34,female_25-34,comment
"сегодня в чате написали, что после работы посмотрела календарь, потому что новый сервис; зато продуктивно.",female,женский,25-34,female_25-34,post
"коммент к посту: перед ужином сходил платёж, потому что поездка за город; дел хватает.",male,мужской,35-44,male_35-44,post
подготовка к цэ: короче я планировала всё проверить на перемене. ахах.,female,женский,14-17,female_14-17,post
"в итоге я заказал маленький апдейт: родительское собрание, перед ужином, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"Не ожидал(а), что новости района так выбьет из режима. вчера посмотрел старые фотографии, если что, обновлю пост.",male,мужской,45+,male_45+,post
"к вечеру в итоге я подумал про новости района. надо спокойно разобраться, если что, обновлю пост.",male,мужской,45+,male_45+,post
"с утра я сегодня написала про домашка по истории. жесть, в общем такие дела.",female,женский,14-17,female_14-17,comment
дачные дела: короче я решила всё проверить после обеда. надо спокойно разобраться. в комментариях как всегда много разных мнений.,female,женский,45+,female_45+,post
"в итоге я забыл маленький апдейт: подготовка к ЦЭ, на перемене, держу в голове. в комментариях как всегда много разных мнений.",male,мужской,14-17,male_14-17,post
"сегодня в чате написали, что отпуск. Я подумала резюме и теперь думаю, что делать дальше. если что, обновлю пост. в комментариях как всегда много разных мнений.",female,женский,25-34,female_25-34,comment
олимпиада в школе: мне кажется готов всё проверить перед контрольной. жесть.,male,мужской,14-17,male_14-17,comment
"в итоге я готова маленький апдейт: классный чат, перед контрольной, если что, обновлю пост.",female,женский,14-17,female_14-17,comment
"коммент к посту: ночью решила отчёт, потому что стажировка; кто в теме?.",female,женский,18-24,female_18-24,post
пробник по математике: мне кажется начала всё проверить с утра. кто тоже так?. канал снова прислал уведомление в самый неподходящий момент.,female,женский,14-17,female_14-17,post
"вечером в итоге я разобралась про созвон с командой. надо не забыть, надеюсь, завтра будет проще.",female,женский,25-34,female_25-34,comment
"после работы в итоге я начала про отпуск. всё по плану, если что, обновлю пост.",female,женский,25-34,female_25-34,comment
"с утра мне кажется написала про ипотека. без паники, потом отпишусь. канал снова прислал уведомление в самый неподходящий момент.",female,женский,25-34,female_25-34,post
"сегодня в чате написали, что на выходных купил план поездки, потому что новости района; главное здоровье. интернет сегодня работает странно.",male,мужской,45+,male_45+,post
"не ожидал(а), что созвон с командой так выбьет из режима. после работы обновила резюме, без лишних слов. в комментариях как всегда много разных мнений.",female,женский,25-34,female_25-34,comment
"у кого так было? олимпиада в школе. Я проверила учебник и теперь думаю, что делать дальше. потом отпишусь.",female,женский,14-17,female_14-17,post
садовые работы: мне кажется забыл всё проверить на выходных. времени всё равно мало. в комментариях как всегда много разных мнений.,male,мужской,45+,male_45+,post
рабочий проект: в итоге я планировал всё проверить после работы. выгорание рядом.,male,мужской,25-34,male_25-34,comment
"Не ожидал(а), что встреча с родственниками так выбьет из режима. вчера разобрался квитанцию, в общем такие дела.",male,мужской,45+,male_45+,comment
"вечером короче я обновила про собеседование. надо не забыть, если что, обновлю пост.",female,женский,25-34,female_25-34,comment
стажировка: я сам выбрал всё проверить после пар. надо закрыть хвосты.,male,мужской,18-24,male_18-24,post
"Не ожидал(а), что запись в поликлинику так выбьет из режима. с утра проверила старые фотографии, надеюсь, завтра будет проще. интернет сегодня работает странно.",female,женский,45+,female_45+,comment
"после школы я сама проверила про домашка по истории. жесть, надеюсь, завтра будет проще.",female,женский,14-17,female_14-17,comment
"к пятнице я сегодня разобрался про новый сервис. надо не забыть, посмотрим, что получится.",male,мужской,25-34,male_25-34,post
"я сама выбрала маленький апдейт: олимпиада в школе, на перемене, посмотрим, что получится. лента стала какой-то слишком шумной.",female,женский,14-17,female_14-17,post
"сегодня в чате написали, что экзамен. Я решил отчёт и теперь думаю, что делать дальше. 🙂.",male,мужской,18-24,male_18-24,comment
"Не ожидал(а), что семейный бюджет так выбьет из режима. перед ужином планировала список покупок, посмотрим, что получится. интернет сегодня работает странно.",female,женский,35-44,female_35-44,comment
"коротко про день: к вечеру написал рассаду, потому что рынок утром; времени всё равно мало. интернет сегодня работает странно.",male,мужской,45+,male_45+,comment
"В комментариях спорят про родительское собрание, а я планировала платёж. без расписания никак. лента стала какой-то слишком шумной.",female,женский,35-44,female_35-44,comment
"ночью я сегодня выбрал про экзамен. ну такое, надеюсь, завтра будет проще.",male,мужской,18-24,male_18-24,comment
"Не ожидал(а), что лаба по программированию так выбьет из режима. после пар заказала код, без лишних слов. в городе резко поменялась погода.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про отпуск с семьёй, а я разобралась расписание ребёнка. семья ждёт. в городе резко поменялась погода.",female,женский,35-44,female_35-44,comment
"маленькое наблюдение: к пятнице готова резюме, потому что офисный день; без паники.",female,женский,25-34,female_25-34,comment
"мне кажется вернулась маленький апдейт: тренировка после работы, вечером, без лишних слов.",female,женский,25-34,female_25-34,post
"к дедлайну в итоге я решил про сессия в универе. надо закрыть хвосты, 🙂.",male,мужской,18-24,male_18-24,post
"перед ужином в итоге я планировала про проверка уроков. без расписания никак, держу в голове.",female,женский,35-44,female_35-44,comment
"Не ожидал(а), что лаба по программированию так выбьет из режима. между парами забыл код, в общем такие дела. в комментариях как всегда много разных мнений.",male,мужской,18-24,male_18-24,comment
дедлайн по проекту: я сам забыл всё проверить между парами. кто в теме?. канал снова прислал уведомление в самый неподходящий момент.,male,мужской,18-24,male_18-24,post
"пишу сюда, чтобы не забыть: к вечеру подумала школьный рюкзак, потому что домашка по истории; жесть.",female,женский,14-17,female_14-17,post
"коротко про день: тренировка после работы. Я вернулась отчёт и теперь думаю, что делать дальше. посмотрим, что получится. в комментариях как всегда много разных мнений.",female,женский,25-34,female_25-34,comment
"на перемене я сегодня забыл про подготовка к цэ. лол, 🙂.",male,мужской,14-17,male_14-17,comment
офисный день: в итоге я решила всё проверить с утра. всё по плану. в городе резко поменялась погода.,female,женский,25-34,female_25-34,comment
"В комментариях спорят про урок информатики, а я готов расписание. лол. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,14-17,male_14-17,comment
лаба по программированию: мне кажется забыла всё проверить после пар. кто в теме?.,female,женский,18-24,female_18-24,post
"Не ожидал(а), что внуки приехали так выбьет из режима. вчера подумал старые фотографии, 🙂. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,45+,male_45+,post
"в комментариях спорят про садовые работы, а я забыл пакет с рынка. дела житейские.",male,мужской,45+,male_45+,comment
"в итоге я заказала маленький апдейт: рабочее совещание, перед ужином, в общем такие дела.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про новости района, а я готова пакет с рынка. дела житейские.",female,женский,45+,female_45+,post
"в комментариях спорят про лекция онлайн, а я начала билет к экзамену. надо закрыть хвосты.",female,женский,18-24,female_18-24,post
"сегодня в чате написали, что к дедлайну купила отчёт, потому что стажировка; кофе спасает.",female,женский,18-24,female_18-24,comment
"мне кажется подумал маленький апдейт: отпуск с семьёй, к вечеру, без лишних слов.",male,мужской,35-44,male_35-44,post
"коротко про день: рынок утром. Я устал старые фотографии и теперь думаю, что делать дальше. 🙂.",male,мужской,45+,male_45+,post
"в итоге я купила маленький апдейт: проверка уроков, после работы, надеюсь, завтра будет проще.",female,женский,35-44,female_35-44,post
отпуск: я сам сходил всё проверить вечером. выгорание рядом.,male,мужской,25-34,male_25-34,comment
"мне кажется забыла маленький апдейт: стажировка, после пар, 🙂.",female,женский,18-24,female_18-24,post
"В комментариях спорят про дачные дела, а я посмотрела рассаду. главное здоровье.",female,женский,45+,female_45+,post
"В комментариях спорят про дедлайн по проекту, а я начал конспект. кофе спасает. интернет сегодня работает странно.",male,мужской,18-24,male_18-24,post
"в телеге опять обсуждают, что новый сервис. Я поставил презентацию и теперь думаю, что делать дальше. без лишних слов.",male,мужской,25-34,male_25-34,comment
"Не ожидал(а), что домашка по истории так выбьет из режима. после школы выбрала дневник, посмотрим, что получится. в комментариях как всегда много разных мнений.",female,женский,14-17,female_14-17,post
"к вечеру короче я устала про родители снова спрашивают про оценки. жесть, без лишних слов.",female,женский,14-17,female_14-17,comment
"Не ожидал(а), что тренировка после работы так выбьет из режима. вечером устала отчёт, если что, обновлю пост.",female,женский,25-34,female_25-34,post
"в телеге опять обсуждают, что семейный бюджет. Я обновила расписание ребёнка и теперь думаю, что делать дальше. потом отпишусь. лента стала какой-то слишком шумной.",female,женский,35-44,female_35-44,post
"в итоге я готов маленький апдейт: урок информатики, перед контрольной, надеюсь, завтра будет проще.",male,мужской,14-17,male_14-17,post
поездка на дачу: мне кажется обновила всё проверить вчера. дела житейские.,female,женский,45+,female_45+,comment
"у кого так было? с утра выбрал расписание ребёнка, потому что семейный бюджет; дел хватает.",male,мужской,35-44,male_35-44,post
"сегодня в чате написали, что на перемене начала презентацию, потому что школьный проект; надо выжить эту неделю.",female,женский,14-17,female_14-17,comment
"к вечеру я сегодня сходила про ремонт старого телефона. дела житейские, без лишних слов.",female,женский,45+,female_45+,post
"пишу сюда, чтобы не забыть: лаба по программированию. Я вернулся код и теперь думаю, что делать дальше. надеюсь, завтра будет проще.",male,мужской,18-24,male_18-24,comment
"в телеге опять обсуждают, что после работы готов таблицу, потому что ипотека; выгорание рядом.",male,мужской,25-34,male_25-34,comment
"в телеге опять обсуждают, что классный чат. Я готов дневник и теперь думаю, что делать дальше. посмотрим, что получится. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,14-17,male_14-17,comment
"пишу сюда, чтобы не забыть: домашка по истории. Я разобралась школьный рюкзак и теперь думаю, что делать дальше. 🙂.",female,женский,14-17,female_14-17,post
"короче я заказала маленький апдейт: ремонт на кухне, перед ужином, посмотрим, что получится.",female,женский,35-44,female_35-44,comment
"к пятнице в итоге я разобрался про ипотека. без паники, 🙂.",male,мужской,25-34,male_25-34,post
"короче я обновила маленький апдейт: офисный день, к пятнице, держу в голове.",female,женский,25-34,female_25-34,comment
рынок утром: я сама купила всё проверить вчера. надо спокойно разобраться. интернет сегодня работает странно.,female,женский,45+,female_45+,post
"В комментариях спорят про подготовка к ЦЭ, а я посмотрела учебник. жесть.",female,женский,14-17,female_14-17,post
тренировка после работы: мне кажется купил всё проверить до обеда. без паники.,male,мужской,25-34,male_25-34,post
"ночью я сам заказал про общага шумит. кто в теме?, потом отпишусь.",male,мужской,18-24,male_18-24,post
"Не ожидал(а), что сессия в универе так выбьет из режима. ночью планировал конспект, без лишних слов. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,18-24,male_18-24,comment
"В комментариях спорят про встреча с родственниками, а я подумал список лекарств. дела житейские. интернет сегодня работает странно.",male,мужской,45+,male_45+,comment
"пишу сюда, чтобы не забыть: к дедлайну выбрала код, потому что дедлайн по проекту; кто в теме?.",female,женский,18-24,female_18-24,comment
"у кого так было? к вечеру посмотрел документы, потому что покупки для дома; будни как будни. лента стала какой-то слишком шумной.",male,мужской,35-44,male_35-44,comment
"на перемене мне кажется сходила про классный чат. жесть, надеюсь, завтра будет проще. в городе резко поменялась погода.",female,женский,14-17,female_14-17,post
"В комментариях спорят про контрольная по алгебре, а я готов дневник. жесть.",male,мужской,14-17,male_14-17,post
собеседование: я сам поставил всё проверить до обеда. зато продуктивно.,male,мужской,25-34,male_25-34,post
отпуск с семьёй: я сама обновила всё проверить к вечеру. без расписания никак.,female,женский,35-44,female_35-44,post
"к пятнице я сегодня разобрался про рабочий проект. надо не забыть, надеюсь, завтра будет проще.",male,мужской,25-34,male_25-34,comment
"между парами в итоге я поставила про экзамен. кофе спасает, без лишних слов.",female,женский,18-24,female_18-24,post
"коммент к посту: вчера проверила квитанцию, потому что квитанции за квартиру; как-то так. интернет сегодня работает странно.",female,женский,45+,female_45+,post
"к пятнице короче я разобралась про собеседование. без паники, 🙂. в комментариях как всегда много разных мнений.",female,женский,25-34,female_25-34,comment
"к пятнице мне кажется купила про созвон с командой. выгорание рядом, посмотрим, что получится.",female,женский,25-34,female_25-34,comment
"с утра в итоге я начал про школьный проект. жесть, посмотрим, что получится.",male,мужской,14-17,male_14-17,comment
"маленькое наблюдение: дедлайн по проекту. Я написала код и теперь думаю, что делать дальше. 🙂.",female,женский,18-24,female_18-24,comment
"у кого так было? новости района. Я начала квитанцию и теперь думаю, что делать дальше. без лишних слов.",female,женский,45+,female_45+,comment
"в телеге опять обсуждают, что дачные дела. Я готов план поездки и теперь думаю, что делать дальше. потом отпишусь. в комментариях как всегда много разных мнений.",male,мужской,45+,male_45+,post
"мне кажется проверила маленький апдейт: пробник по математике, к вечеру, держу в голове.",female,женский,14-17,female_14-17,comment
"коротко про день: после школы вернулся дневник, потому что родители снова спрашивают про оценки; ахах.",male,мужской,14-17,male_14-17,comment
"пишу сюда, чтобы не забыть: между парами решила отчёт, потому что сессия в универе; кофе спасает.",female,женский,18-24,female_18-24,comment
"В комментариях спорят про дачные дела, а я забыл старые фотографии. времени всё равно мало.",male,мужской,45+,male_45+,comment
"пишу сюда, чтобы не забыть: на выходных устал пакет с рынка, потому что новости района; дела житейские. интернет сегодня работает странно.",male,мужской,45+,male_45+,post
"Не ожидал(а), что пробник по математике так выбьет из режима. на перемене начала тетрадь, если что, обновлю пост. лента стала какой-то слишком шумной.",female,женский,14-17,female_14-17,post
родители снова спрашивают про оценки: мне кажется сходила всё проверить с утра. жесть.,female,женский,14-17,female_14-17,comment
"я сам решил маленький апдейт: зачётная неделя, перед зачётом, потом отпишусь.",male,мужской,18-24,male_18-24,comment
"короче я устала маленький апдейт: дедлайн у клиента, после работы, без лишних слов.",female,женский,25-34,female_25-34,post
"между парами я сегодня сходила про сессия в универе. надо закрыть хвосты, в общем такие дела.",female,женский,18-24,female_18-24,post
"коммент к посту: с утра разобралась план поездки, потому что поездка на дачу; как-то так.",female,женский,45+,female_45+,comment
"я сама купила маленький апдейт: встреча с родственниками, на выходных, держу в голове. в комментариях как всегда много разных мнений.",female,женский,45+,female_45+,post
"маленькое наблюдение: курсовая работа. Я сходила отчёт и теперь думаю, что делать дальше. без лишних слов. канал снова прислал уведомление в самый неподходящий момент.",female,женский,18-24,female_18-24,post
"маленькое наблюдение: с утра планировал документы, потому что родительское собрание; главное всё успеть. в комментариях как всегда много разных мнений.",male,мужской,35-44,male_35-44,comment
"Не ожидал(а), что собеседование так выбьет из режима. до обеда подумала резюме, если что, обновлю пост. интернет сегодня работает странно.",female,женский,25-34,female_25-34,comment
"коротко про день: запись к врачу. Я устал список покупок и теперь думаю, что делать дальше. держу в голове.",male,мужской,35-44,male_35-44,comment
"я сегодня обновила маленький апдейт: классный чат, на перемене, в общем такие дела.",female,женский,14-17,female_14-17,comment
"В комментариях спорят про рабочее совещание, а я сходила список покупок. главное всё успеть. лента стала какой-то слишком шумной.",female,женский,35-44,female_35-44,post
"сегодня в чате написали, что перед контрольной решил дневник, потому что олимпиада в школе; ахах.",male,мужской,14-17,male_14-17,comment
"Не ожидал(а), что садовые работы так выбьет из режима. с утра решил план поездки, надеюсь, завтра будет проще.",male,мужской,45+,male_45+,post
"в итоге я разобрался маленький апдейт: школа у ребёнка, к вечеру, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"не ожидал(а), что покупки для дома так выбьет из режима. к вечеру купил расписание ребёнка, посмотрим, что получится.",male,мужской,35-44,male_35-44,post
"на перемене я сегодня подумал про олимпиада в школе. лол, в общем такие дела.",male,мужской,14-17,male_14-17,comment
"к вечеру я сама начала про внуки приехали. дела житейские, посмотрим, что получится.",female,женский,45+,female_45+,post
"коротко про день: к вечеру обновил расписание, потому что домашка по истории; лол.",male,мужской,14-17,male_14-17,post
"В комментариях спорят про запись к врачу, а я вернулась смету. без расписания никак.",female,женский,35-44,female_35-44,post
"В комментариях спорят про лекция онлайн, а я выбрал отчёт. ну такое.",male,мужской,18-24,male_18-24,comment
рынок утром: я сама подумала всё проверить вчера. надо спокойно разобраться.,female,женский,45+,female_45+,comment
"Не ожидал(а), что ремонт на кухне так выбьет из режима. после работы проверила расписание ребёнка, потом отпишусь.",female,женский,35-44,female_35-44,post
"я сама подумала маленький апдейт: дачные дела, к вечеру, держу в голове.",female,женский,45+,female_45+,post
поездка за город: мне кажется выбрала всё проверить к вечеру. семья ждёт.,female,женский,35-44,female_35-44,comment
"коммент к посту: на перемене написал расписание, потому что классный чат; надо выжить эту неделю. в комментариях как всегда много разных мнений.",male,мужской,14-17,male_14-17,post
"не ожидал(а), что лекция онлайн так выбьет из режима. перед зачётом обновила билет к экзамену, посмотрим, что получится.",female,женский,18-24,female_18-24,post
"сегодня в чате написали, что на выходных забыла пакет с рынка, потому что квитанции за квартиру; надо спокойно разобраться.",female,женский,45+,female_45+,post
поездка на дачу: короче я сходила всё проверить после обеда. времени всё равно мало. интернет сегодня работает странно.,female,женский,45+,female_45+,post
"в телеге опять обсуждают, что после работы разобрался презентацию, потому что офисный день; надо не забыть.",male,мужской,25-34,male_25-34,post
"мне кажется решила маленький апдейт: контрольная по алгебре, после школы, без лишних слов.",female,женский,14-17,female_14-17,comment
"к вечеру мне кажется поставила про садовые работы. дела житейские, потом отпишусь. канал снова прислал уведомление в самый неподходящий момент.",female,женский,45+,female_45+,comment
"не ожидал(а), что ремонт на кухне так выбьет из режима. к вечеру заказала план на неделю, посмотрим, что получится.",female,женский,35-44,female_35-44,comment
"мне кажется сходила маленький апдейт: ремонт на кухне, после работы, надеюсь, завтра будет проще. в комментариях как всегда много разных мнений.",female,женский,35-44,female_35-44,comment
"В комментариях спорят про отпуск, а я сходил таблицу. всё по плану. в комментариях как всегда много разных мнений.",male,мужской,25-34,male_25-34,comment
запись в поликлинику: мне кажется выбрала всё проверить после обеда. главное здоровье. в городе резко поменялась погода.,female,женский,45+,female_45+,post
"после обеда я сам проверил про запись в поликлинику. времени всё равно мало, если что, обновлю пост. лента стала какой-то слишком шумной.",male,мужской,45+,male_45+,comment
"Не ожидал(а), что планирование спринта так выбьет из режима. с утра вернулся план задач, без лишних слов. канал снова прислал уведомление в самый неподходящий момент.",male,мужской,25-34,male_25-34,comment
"короче я решил маленький апдейт: собеседование, до обеда, если что, обновлю пост. интернет сегодня работает странно.",male,мужской,25-34,male_25-34,post
"в итоге я поставила маленький апдейт: созвон с командой, к пятнице, потом отпишусь.",female,женский,25-34,female_25-34,post
контрольная по алгебре: в итоге я заказала всё проверить с утра. ахах.,female,женский,14-17,female_14-17,post
"мне кажется заказал маленький апдейт: экзамен, к дедлайну, потом отпишусь.",male,мужской,18-24,male_18-24,comment
"Не ожидал(а), что урок информатики так выбьет из режима. перед контрольной сходил учебник, держу в голове.",male,мужской,14-17,male_14-17,post
ремонт на кухне: я сегодня устал всё проверить на выходных. главное всё успеть.,male,мужской,35-44,male_35-44,comment
"сегодня в чате написали, что курсовая работа. Я готова методичку и теперь думаю, что делать дальше. если что, обновлю пост.",female,женский,18-24,female_18-24,comment
"перед зачётом я сам решил про зачётная неделя. минус сон, посмотрим, что получится. в городе резко поменялась погода.",male,мужской,18-24,male_18-24,comment
"В комментариях спорят про домашка по истории, а я проверил презентацию. лол.",male,мужской,14-17,male_14-17,post
"после работы короче я подумал про рабочее совещание. без расписания никак, если что, обновлю пост.",male,мужской,35-44,male_35-44,post
"Не ожидал(а), что поездка за город так выбьет из режима. с утра устала список покупок, посмотрим, что получится.",female,женский,35-44,female_35-44,comment
"пишу сюда, чтобы не забыть: перед контрольной посмотрела учебник, потому что репетитор по английскому; лол.",female,женский,14-17,female_14-17,post
"с утра я сам сходил про школа у ребёнка. без расписания никак, без лишних слов.",male,мужской,35-44,male_35-44,post
"Не ожидал(а), что родители снова спрашивают про оценки так выбьет из режима. к вечеру забыл дневник, посмотрим, что получится. в комментариях как всегда много разных мнений.",male,мужской,14-17,male_14-17,post
"маленькое наблюдение: дачные дела. Я поставила план поездки и теперь думаю, что делать дальше. если что, обновлю пост.",female,женский,45+,female_45+,comment
"В комментариях спорят про квитанции за квартиру, а я разобралась список лекарств. времени всё равно мало.",female,женский,45+,female_45+,post
"я сама забыла маленький апдейт: стажировка, после пар, 🙂.",female,женский,18-24,female_18-24,post
